dhb,age,sex,Maori,Pacific,Asian,MELAA,Other,European,Total Stated,Not Elsewhere Included,Total
BoP,99,F,3,3,3,3,3,15,18,3,18
BoP,99,Total,3,3,3,3,3,21,21,3,24
BoP,100,M,3,3,3,3,3,6,9,3,6
BoP,100,F,3,3,3,3,3,27,27,3,27
BoP,100,Total,3,3,3,3,3,36,33,3,36
BoP,Total,M,"22,770","1,500","4,392",441,"1,830","62,337","93,270","5,901","99,171"
BoP,Total,F,"24,507","1,449","4,251",417,"1,413","68,760","100,797","6,027","106,824"
BoP,Total,Total,"47,277","2,952","8,643",858,"3,243","131,094","194,070","11,928","205,995"
Tairawhiti,0,M,177,6,9,3,3,84,279,24,306
Tairawhiti,0,F,201,3,3,3,6,78,288,33,321
Tairawhiti,0,Total,378,9,15,3,6,162,570,57,627
Tairawhiti,1,M,222,15,3,3,3,90,336,42,378
Tairawhiti,1,F,180,6,15,3,3,81,282,30,315
Tairawhiti,1,Total,405,21,18,3,3,171,618,72,690
Tairawhiti,2,M,195,6,9,3,3,90,306,21,327
Tairawhiti,2,F,225,6,3,3,3,105,345,33,375
Tairawhiti,2,Total,420,15,15,3,3,195,648,51,702
Tairawhiti,3,M,237,3,12,3,3,84,339,21,360
Tairawhiti,3,F,231,6,6,3,3,87,336,27,366
Tairawhiti,3,Total,468,12,18,3,3,174,675,51,726
Tairawhiti,4,M,243,9,9,3,3,99,357,24,381
Tairawhiti,4,F,210,9,12,3,3,84,318,27,345
Tairawhiti,4,Total,453,15,18,3,3,183,675,54,729
Tairawhiti,5,M,237,6,12,3,3,108,363,27,393
Tairawhiti,5,F,228,6,6,3,3,99,339,33,372
Tairawhiti,5,Total,468,12,15,3,3,207,705,60,765
Tairawhiti,6,M,216,12,3,3,3,93,336,21,357
Tairawhiti,6,F,216,9,3,3,3,105,336,27,363
Tairawhiti,6,Total,435,21,9,3,6,201,672,48,720
Tairawhiti,7,M,219,9,6,3,6,123,366,36,399
Tairawhiti,7,F,228,9,6,3,3,81,333,21,354
Tairawhiti,7,Total,444,18,12,3,12,210,696,57,753
Tairawhiti,8,M,213,3,6,3,3,105,333,36,369
Tairawhiti,8,F,198,15,9,3,3,90,309,24,333
Tairawhiti,8,Total,411,21,12,3,3,192,645,60,705
Tairawhiti,9,M,228,9,6,3,3,99,351,36,387
Tairawhiti,9,F,198,6,3,3,3,102,312,36,345
Tairawhiti,9,Total,426,18,12,3,3,201,663,69,729
Tairawhiti,10,M,225,12,3,3,3,105,351,30,381
Tairawhiti,10,F,213,6,9,3,3,96,324,33,357
Tairawhiti,10,Total,438,18,9,3,6,201,675,63,738
Tairawhiti,11,M,240,3,6,3,3,93,345,18,366
Tairawhiti,11,F,198,3,3,3,3,93,303,21,324
Tairawhiti,11,Total,438,9,9,3,3,186,648,42,690
Tairawhiti,12,M,240,9,3,3,6,126,387,30,414
Tairawhiti,12,F,204,9,3,3,3,114,330,27,360
Tairawhiti,12,Total,444,18,3,3,12,240,717,57,774
Tairawhiti,13,M,198,12,3,3,3,102,315,27,345
Tairawhiti,13,F,195,3,3,3,3,93,300,21,318
Tairawhiti,13,Total,393,18,9,3,3,195,615,48,663
Tairawhiti,14,M,210,3,3,3,3,108,336,24,360
Tairawhiti,14,F,201,12,3,3,3,111,330,30,360
Tairawhiti,14,Total,411,18,9,3,6,219,666,54,720
Tairawhiti,15,M,192,9,3,3,3,123,333,24,357
Tairawhiti,15,F,216,9,3,3,3,99,330,24,354
Tairawhiti,15,Total,408,21,6,3,3,222,663,48,711
Tairawhiti,16,M,177,6,9,3,3,108,309,30,339
Tairawhiti,16,F,180,6,3,3,3,117,312,21,330
Tairawhiti,16,Total,357,15,12,3,3,228,621,51,672
Tairawhiti,17,M,201,6,3,3,3,111,327,18,342
Tairawhiti,17,F,174,9,3,3,3,117,300,18,318
Tairawhiti,17,Total,375,18,3,3,3,228,627,36,663
Tairawhiti,18,M,159,3,3,3,3,81,252,24,279
Tairawhiti,18,F,153,6,3,3,3,66,231,18,252
Tairawhiti,18,Total,318,12,6,3,3,147,486,42,528
Tairawhiti,19,M,147,3,3,3,3,72,225,24,252
Tairawhiti,19,F,144,3,3,3,3,48,201,24,225
Tairawhiti,19,Total,294,9,3,3,3,120,426,51,477
Tairawhiti,20,M,144,9,6,3,3,72,234,39,273
Tairawhiti,20,F,156,3,3,3,3,51,213,33,249
Tairawhiti,20,Total,300,12,12,3,3,123,447,75,522
Tairawhiti,21,M,138,9,15,3,3,81,249,18,267
Tairawhiti,21,F,153,3,3,3,3,66,225,18,243
Tairawhiti,21,Total,294,12,15,3,3,144,474,36,510
Tairawhiti,22,M,126,6,15,3,3,66,222,24,246
Tairawhiti,22,F,135,9,3,3,3,75,228,21,246
Tairawhiti,22,Total,261,15,21,6,6,144,450,45,492
Tairawhiti,23,M,111,3,12,3,3,78,207,21,231
Tairawhiti,23,F,153,3,3,3,3,69,234,18,252
Tairawhiti,23,Total,264,9,15,3,6,144,441,42,483
Tairawhiti,24,M,99,9,6,3,3,78,195,21,213
Tairawhiti,24,F,156,9,6,3,3,81,252,27,279
Tairawhiti,24,Total,252,18,15,3,3,159,447,48,495
Tairawhiti,25,M,96,9,9,3,3,75,198,21,219
Tairawhiti,25,F,135,3,6,3,3,69,216,24,240
Tairawhiti,25,Total,228,12,15,3,6,144,414,45,459
Tairawhiti,26,M,111,6,6,3,3,84,207,30,237
Tairawhiti,26,F,147,9,9,3,3,90,255,24,276
Tairawhiti,26,Total,255,15,15,3,3,171,462,54,516
Tairawhiti,27,M,78,3,9,3,3,75,174,18,192
Tairawhiti,27,F,123,3,3,3,3,75,210,18,228
Tairawhiti,27,Total,201,9,12,3,3,150,381,39,420
Tairawhiti,28,M,99,9,3,3,3,66,180,24,204
Tairawhiti,28,F,132,3,6,3,3,69,213,27,243
Tairawhiti,28,Total,231,12,9,3,3,135,393,51,444
Tairawhiti,29,M,90,3,9,3,3,66,174,24,198
Tairawhiti,29,F,126,3,9,3,3,102,240,24,264
Tairawhiti,29,Total,216,6,18,3,3,168,414,48,462
Tairawhiti,30,M,75,3,6,3,3,66,153,18,171
Tairawhiti,30,F,123,3,6,3,3,84,222,15,237
Tairawhiti,30,Total,198,6,15,3,3,150,375,36,411
Tairawhiti,31,M,93,3,6,3,3,78,180,24,204
Tairawhiti,31,F,123,6,12,3,3,84,231,24,255
Tairawhiti,31,Total,210,12,18,3,3,159,411,48,456
Tairawhiti,32,M,93,12,6,3,3,78,198,15,210
Tairawhiti,32,F,114,3,9,3,3,87,219,15,234
Tairawhiti,32,Total,210,15,18,3,3,162,414,27,444
Tairawhiti,33,M,90,9,9,3,3,72,189,30,222
Tairawhiti,33,F,123,6,15,3,3,96,243,27,270
Tairawhiti,33,Total,213,18,24,3,9,168,435,57,492
Tairawhiti,34,M,105,3,3,3,3,72,189,18,207
Tairawhiti,34,F,138,6,6,3,3,105,264,12,276
Tairawhiti,34,Total,243,12,12,3,3,177,450,30,483
Tairawhiti,35,M,111,3,3,3,3,102,222,18,240
Tairawhiti,35,F,105,3,12,3,3,105,231,12,240
Tairawhiti,35,Total,216,6,18,3,3,207,450,27,477
Tairawhiti,36,M,90,9,6,3,3,96,210,18,228
Tairawhiti,36,F,120,3,9,3,3,96,234,15,246
Tairawhiti,36,Total,210,15,15,3,6,192,441,33,474
Tairawhiti,37,M,102,9,9,3,3,87,210,24,234
Tairawhiti,37,F,108,9,15,3,3,111,246,21,267
Tairawhiti,37,Total,207,15,24,3,9,198,456,42,498
Tairawhiti,38,M,96,9,6,3,3,102,219,15,231
Tairawhiti,38,F,129,9,9,3,3,111,258,27,282
Tairawhiti,38,Total,225,15,15,3,6,216,477,39,516
Tairawhiti,39,M,111,6,6,3,6,126,252,15,270
Tairawhiti,39,F,138,3,9,3,3,108,261,27,291
Tairawhiti,39,Total,246,9,15,3,9,231,513,45,558
Tairawhiti,40,M,117,6,6,3,3,123,252,33,285
Tairawhiti,40,F,138,3,9,3,6,135,294,24,318
Tairawhiti,40,Total,252,9,18,3,12,255,549,57,603
Tairawhiti,41,M,123,6,9,3,9,102,249,18,270
Tairawhiti,41,F,153,6,9,3,6,120,297,15,315
Tairawhiti,41,Total,276,15,18,3,15,222,549,36,585
Tairawhiti,42,M,108,9,6,3,3,117,243,21,264
Tairawhiti,42,F,135,6,9,3,3,135,288,18,306
Tairawhiti,42,Total,243,15,15,3,6,252,531,39,570
Tairawhiti,43,M,102,9,3,3,3,123,234,27,264
Tairawhiti,43,F,129,6,3,3,3,159,300,30,327
Tairawhiti,43,Total,228,12,6,3,3,279,531,57,588
Tairawhiti,44,M,87,3,3,3,3,108,207,18,225
Tairawhiti,44,F,138,3,6,3,3,129,282,27,306
Tairawhiti,44,Total,228,9,12,3,9,234,489,45,534
Tairawhiti,45,M,117,9,6,3,6,111,252,18,270
Tairawhiti,45,F,135,6,3,3,6,144,300,15,315
Tairawhiti,45,Total,249,21,12,3,12,255,552,36,585
Tairawhiti,46,M,105,9,3,3,3,132,258,27,282
Tairawhiti,46,F,129,6,6,3,3,129,276,21,297
Tairawhiti,46,Total,231,18,9,3,9,261,534,48,582
Tairawhiti,47,M,114,3,3,3,9,117,246,24,270
Tairawhiti,47,F,135,9,9,3,6,120,273,21,294
Tairawhiti,47,Total,246,12,6,3,15,237,519,42,564
Tairawhiti,48,M,90,12,3,3,3,132,240,18,261
Tairawhiti,48,F,117,3,6,3,3,156,285,24,309
Tairawhiti,48,Total,207,18,6,3,9,288,531,42,573
Tairawhiti,49,M,102,3,3,3,3,135,249,18,267
Tairawhiti,49,F,117,9,3,3,3,141,273,15,288
Tairawhiti,49,Total,219,9,6,3,9,279,522,33,555
Tairawhiti,50,M,111,6,6,3,9,132,264,18,279
Tairawhiti,50,F,138,3,6,3,3,129,285,21,303
Tairawhiti,50,Total,252,9,15,3,9,261,546,39,585
Tairawhiti,51,M,99,6,3,3,6,144,261,24,288
Tairawhiti,51,F,153,6,3,3,6,171,339,24,366
Tairawhiti,51,Total,252,15,9,3,15,318,603,48,651
Tairawhiti,52,M,105,3,3,3,15,150,279,27,306
Tairawhiti,52,F,123,9,3,3,9,168,309,18,330
Tairawhiti,52,Total,228,12,6,3,24,318,588,45,633
Tairawhiti,53,M,99,3,3,3,9,159,276,9,282
Tairawhiti,53,F,102,3,3,3,3,162,273,24,297
Tairawhiti,53,Total,204,3,9,3,15,318,549,30,582
Tairawhiti,54,M,111,3,3,3,3,132,255,27,282
Tairawhiti,54,F,126,3,6,3,6,153,294,27,318
Tairawhiti,54,Total,237,3,12,3,12,282,546,51,597
Tairawhiti,55,M,105,3,3,3,15,129,252,15,267
Tairawhiti,55,F,111,3,3,3,6,141,264,21,285
Tairawhiti,55,Total,216,3,6,3,21,270,513,36,552
Tairawhiti,56,M,108,3,3,3,3,159,276,27,306
Tairawhiti,56,F,129,3,3,3,3,159,297,24,324
Tairawhiti,56,Total,237,6,6,3,9,318,573,51,627
Tairawhiti,57,M,81,3,3,3,9,159,258,18,273
Tairawhiti,57,F,105,3,6,3,3,153,273,15,288
Tairawhiti,57,Total,189,3,9,3,12,312,531,33,564
Tairawhiti,58,M,96,9,3,3,6,138,252,21,273
Tairawhiti,58,F,102,3,3,3,3,141,255,21,276
Tairawhiti,58,Total,198,12,3,3,9,279,504,42,546
Tairawhiti,59,M,78,3,3,3,6,147,234,21,255
Tairawhiti,59,F,90,3,3,3,3,153,252,21,273
Tairawhiti,59,Total,165,3,9,3,12,297,486,45,531
Tairawhiti,60,M,108,3,3,3,9,138,252,12,270
Tairawhiti,60,F,102,3,3,3,3,144,255,18,270
Tairawhiti,60,Total,213,3,3,3,12,282,510,30,540
Tairawhiti,61,M,87,3,3,3,12,159,264,21,285
Tairawhiti,61,F,78,3,3,3,6,150,240,21,261
Tairawhiti,61,Total,168,3,3,3,15,309,504,42,546
Tairawhiti,62,M,72,3,3,3,3,147,228,15,243
Tairawhiti,62,F,84,3,3,3,3,153,246,18,261
Tairawhiti,62,Total,159,6,3,3,9,297,474,33,504
Tairawhiti,63,M,72,3,3,3,3,147,228,12,243
Tairawhiti,63,F,81,3,3,3,3,144,231,18,246
Tairawhiti,63,Total,153,3,6,3,6,294,459,30,489
Tairawhiti,64,M,72,3,3,3,6,141,225,18,243
Tairawhiti,64,F,63,3,3,3,3,126,198,15,213
Tairawhiti,64,Total,135,3,3,3,12,270,423,33,456
Tairawhiti,65,M,51,3,3,3,3,147,207,24,231
Tairawhiti,65,F,75,3,3,3,3,162,246,24,267
Tairawhiti,65,Total,126,6,3,3,9,306,453,48,501
Tairawhiti,66,M,48,3,3,3,6,126,180,15,195
Tairawhiti,66,F,81,3,3,3,3,120,210,12,222
Tairawhiti,66,Total,129,3,3,3,9,243,387,30,417
Tairawhiti,67,M,51,3,3,3,3,123,180,12,192
Tairawhiti,67,F,66,3,3,3,3,120,192,15,207
Tairawhiti,67,Total,120,3,3,3,6,240,372,27,399
Tairawhiti,68,M,45,3,3,3,6,105,159,15,174
Tairawhiti,68,F,54,3,3,3,6,102,162,12,174
Tairawhiti,68,Total,99,3,3,3,12,207,321,27,348
Tairawhiti,69,M,42,3,3,3,3,120,168,12,177
Tairawhiti,69,F,42,3,3,3,3,111,159,9,165
Tairawhiti,69,Total,84,3,3,3,3,234,324,18,342
Tairawhiti,70,M,42,3,3,3,3,87,135,6,144
Tairawhiti,70,F,42,3,3,3,3,111,159,3,162
Tairawhiti,70,Total,84,3,3,3,6,201,294,12,309
Tairawhiti,71,M,39,3,3,3,3,108,153,12,165
Tairawhiti,71,F,45,3,3,3,3,123,171,6,177
Tairawhiti,71,Total,81,3,3,3,9,231,324,18,339
Tairawhiti,72,M,33,3,3,3,3,105,147,9,156
Tairawhiti,72,F,39,3,3,3,3,111,153,9,162
Tairawhiti,72,Total,72,3,3,3,6,216,300,15,318
Tairawhiti,73,M,27,3,3,3,3,87,117,3,123
Tairawhiti,73,F,51,3,3,3,3,96,150,6,156
Tairawhiti,73,Total,78,3,3,3,3,183,267,12,282
Tairawhiti,74,M,27,3,3,3,3,84,114,12,123
Tairawhiti,74,F,39,3,3,3,3,93,138,15,150
Tairawhiti,74,Total,69,3,3,3,3,174,249,24,276
Tairawhiti,75,M,24,3,3,3,3,60,87,3,93
Tairawhiti,75,F,33,3,3,3,3,72,117,9,126
Tairawhiti,75,Total,57,3,3,3,6,135,204,12,219
Tairawhiti,76,M,24,3,3,3,3,66,96,9,108
Tairawhiti,76,F,39,3,3,3,3,81,120,9,132
Tairawhiti,76,Total,60,3,3,3,3,147,216,21,237
Tairawhiti,77,M,21,3,3,3,3,75,96,6,102
Tairawhiti,77,F,27,3,3,3,3,69,96,6,105
Tairawhiti,77,Total,48,3,3,3,3,147,195,15,210
Tairawhiti,78,M,27,3,3,3,3,63,93,6,102
Tairawhiti,78,F,27,3,3,3,3,87,111,9,123
Tairawhiti,78,Total,51,3,3,3,3,150,204,18,222
Tairawhiti,79,M,18,3,3,3,3,48,66,12,78
Tairawhiti,79,F,27,3,3,3,3,69,99,6,105
Tairawhiti,79,Total,45,3,3,3,3,117,162,15,180
Tairawhiti,80,M,9,3,3,3,3,63,75,3,78
Tairawhiti,80,F,24,3,3,3,3,69,96,3,99
Tairawhiti,80,Total,36,3,3,3,3,132,171,9,177
Tairawhiti,81,M,18,3,3,3,3,57,78,9,84
Tairawhiti,81,F,24,3,3,3,3,72,96,3,99
Tairawhiti,81,Total,39,3,3,3,3,129,171,12,183
Tairawhiti,82,M,21,3,3,3,3,54,78,6,81
Tairawhiti,82,F,15,3,3,3,3,87,108,3,114
Tairawhiti,82,Total,36,3,3,3,3,144,186,12,198
Tairawhiti,83,M,12,3,3,3,3,45,60,12,72
Tairawhiti,83,F,18,3,3,3,3,57,75,3,84
Tairawhiti,83,Total,30,3,3,3,3,105,138,15,153
Tairawhiti,84,M,9,3,3,3,3,42,48,6,57
Tairawhiti,84,F,12,3,3,3,3,75,87,3,87
Tairawhiti,84,Total,21,3,3,3,3,114,135,9,147
Tairawhiti,85,M,9,3,3,3,3,33,39,3,42
Tairawhiti,85,F,12,3,3,3,3,48,60,3,63
Tairawhiti,85,Total,18,3,3,3,3,81,102,3,105
Tairawhiti,86,M,9,3,3,3,3,30,39,3,42
Tairawhiti,86,F,12,3,3,3,3,57,72,3,78
Tairawhiti,86,Total,21,3,3,3,3,90,114,9,120
Tairawhiti,87,M,3,3,3,3,3,30,36,3,33
Tairawhiti,87,F,9,3,3,3,3,48,54,3,57
Tairawhiti,87,Total,12,3,3,3,3,78,90,3,93
Tairawhiti,88,M,3,3,3,3,3,24,27,3,30
Tairawhiti,88,F,6,3,3,3,3,36,45,3,45
Tairawhiti,88,Total,12,3,3,3,3,60,72,3,75
Tairawhiti,89,M,3,3,3,3,3,18,18,3,21
Tairawhiti,89,F,3,3,3,3,3,30,33,3,36
Tairawhiti,89,Total,6,3,3,3,3,45,51,3,57
Tairawhiti,90,M,3,3,3,3,3,9,12,3,15
Tairawhiti,90,F,3,3,3,3,3,27,30,3,33
Tairawhiti,90,Total,3,3,3,3,3,36,39,3,45
Tairawhiti,91,M,3,3,3,3,3,9,12,3,15
Tairawhiti,91,F,3,3,3,3,3,27,30,3,30
Tairawhiti,91,Total,3,3,3,3,3,36,42,3,45
Tairawhiti,92,M,3,3,3,3,3,6,6,3,9
Tairawhiti,92,F,3,3,3,3,3,27,27,3,30
Tairawhiti,92,Total,3,3,3,3,3,30,33,3,36
Tairawhiti,93,M,3,3,3,3,3,6,6,3,6
Tairawhiti,93,F,3,3,3,3,3,18,18,3,21
Tairawhiti,93,Total,3,3,3,3,3,24,27,3,24
Tairawhiti,94,M,3,3,3,3,3,3,3,3,6
Tairawhiti,94,F,3,3,3,3,3,12,18,3,15
Tairawhiti,94,Total,3,3,3,3,3,18,21,3,24
Tairawhiti,95,M,3,3,3,3,3,3,3,3,3
Tairawhiti,95,F,3,3,3,3,3,3,6,3,9
Tairawhiti,95,Total,3,3,3,3,3,6,9,3,12
Tairawhiti,96,M,3,3,3,3,3,3,3,3,3
Tairawhiti,96,F,3,3,3,3,3,9,9,3,9
Tairawhiti,96,Total,3,3,3,3,3,9,12,3,12
Tairawhiti,97,M,3,3,3,3,3,3,3,3,3
Tairawhiti,97,F,3,3,3,3,3,3,3,3,3
Tairawhiti,97,Total,3,3,3,3,3,3,3,3,3
Tairawhiti,98,M,3,3,3,3,3,3,3,3,3
Tairawhiti,98,F,3,3,3,3,3,3,6,3,6
Tairawhiti,98,Total,3,3,3,3,3,6,6,3,9
Tairawhiti,99,M,3,3,3,3,3,3,3,3,3
Tairawhiti,99,F,3,3,3,3,3,3,3,3,3
Tairawhiti,99,Total,3,3,3,3,3,6,9,3,6
Tairawhiti,100,M,3,3,3,3,3,3,3,3,3
Tairawhiti,100,F,3,3,3,3,3,3,3,3,3
Tairawhiti,100,Total,3,3,3,3,3,3,3,3,3
Tairawhiti,Total,M,"9,318",441,387,60,330,"8,853","19,392","1,701","21,093"
Tairawhiti,Total,F,"10,365",378,408,57,237,"9,450","20,895","1,665","22,560"
Tairawhiti,Total,Total,"19,683",819,795,120,570,"18,300","40,287","3,366","43,653"
Taranaki,0,M,225,6,42,3,15,438,732,33,762
Taranaki,0,F,213,9,48,3,9,429,714,36,753
Taranaki,0,Total,438,18,90,6,24,867,"1,446",69,"1,512"
Taranaki,1,M,210,15,33,3,12,453,729,39,765
Taranaki,1,F,183,9,27,3,15,435,675,33,711
Taranaki,1,Total,396,24,60,9,24,888,"1,404",72,"1,476"
Taranaki,2,M,228,3,30,9,9,480,756,33,789
Taranaki,2,F,234,12,30,6,6,468,756,33,789
Taranaki,2,Total,465,15,57,15,12,945,"1,515",66,"1,578"
Taranaki,3,M,243,12,27,3,12,486,783,30,813
Taranaki,3,F,243,12,33,9,9,477,783,36,822
Taranaki,3,Total,483,24,60,12,21,963,"1,566",69,"1,632"
Taranaki,4,M,255,21,33,9,12,519,852,33,882
Taranaki,4,F,234,12,27,3,3,486,768,30,798
Taranaki,4,Total,492,30,60,12,18,"1,005","1,617",63,"1,680"
Taranaki,5,M,249,9,27,3,18,477,789,42,831
Taranaki,5,F,240,12,21,3,9,468,753,51,801
Taranaki,5,Total,489,21,48,12,27,945,"1,542",90,"1,635"
Taranaki,6,M,219,9,39,6,6,495,777,33,807
Taranaki,6,F,225,21,27,6,6,483,768,27,792
Taranaki,6,Total,444,33,63,12,15,978,"1,542",60,"1,605"
Taranaki,7,M,198,15,21,6,12,492,747,21,768
Taranaki,7,F,189,3,18,3,9,456,681,30,708
Taranaki,7,Total,387,18,42,12,21,951,"1,425",48,"1,476"
Taranaki,8,M,201,9,33,3,3,477,726,39,765
Taranaki,8,F,207,6,27,6,15,405,663,33,696
Taranaki,8,Total,405,15,60,9,18,885,"1,392",69,"1,461"
Taranaki,9,M,195,18,27,3,12,468,720,30,750
Taranaki,9,F,192,18,21,3,9,417,660,33,690
Taranaki,9,Total,387,36,48,3,21,885,"1,377",60,"1,440"
Taranaki,10,M,195,12,18,3,9,519,756,33,792
Taranaki,10,F,192,9,27,6,18,390,642,33,675
Taranaki,10,Total,387,18,45,12,30,909,"1,401",66,"1,464"
Taranaki,11,M,201,18,18,3,9,462,708,24,732
Taranaki,11,F,213,15,24,3,9,456,720,30,747
Taranaki,11,Total,411,30,42,3,18,918,"1,425",54,"1,479"
Taranaki,12,M,213,12,15,3,15,480,735,33,768
Taranaki,12,F,225,15,27,3,9,486,765,24,792
Taranaki,12,Total,441,24,39,3,21,969,"1,503",57,"1,557"
Taranaki,13,M,198,15,24,3,12,486,735,24,762
Taranaki,13,F,192,12,27,3,15,501,747,30,777
Taranaki,13,Total,390,30,48,6,24,987,"1,482",57,"1,539"
Taranaki,14,M,231,6,21,3,9,552,825,30,855
Taranaki,14,F,198,12,24,6,6,504,753,27,777
Taranaki,14,Total,429,21,48,9,18,"1,053","1,578",57,"1,635"
Taranaki,15,M,192,9,24,3,12,525,762,33,798
Taranaki,15,F,198,12,27,3,12,495,741,30,774
Taranaki,15,Total,384,18,54,3,21,"1,020","1,503",63,"1,569"
Taranaki,16,M,174,15,30,3,9,507,735,36,774
Taranaki,16,F,192,9,27,3,3,474,711,30,744
Taranaki,16,Total,369,21,60,9,12,981,"1,449",69,"1,515"
Taranaki,17,M,168,15,18,3,6,474,684,36,717
Taranaki,17,F,174,12,18,3,3,498,711,39,750
Taranaki,17,Total,342,27,39,6,12,969,"1,392",75,"1,470"
Taranaki,18,M,168,6,9,3,12,390,585,42,627
Taranaki,18,F,120,3,18,3,9,342,495,27,519
Taranaki,18,Total,288,12,24,3,21,732,"1,083",66,"1,146"
Taranaki,19,M,177,9,18,3,9,378,588,42,630
Taranaki,19,F,135,9,18,3,6,312,480,36,516
Taranaki,19,Total,312,15,39,3,12,690,"1,071",75,"1,146"
Taranaki,20,M,159,9,24,3,3,369,567,45,609
Taranaki,20,F,132,3,24,3,3,333,495,36,531
Taranaki,20,Total,291,12,48,3,6,705,"1,059",81,"1,140"
Taranaki,21,M,150,6,27,3,6,402,591,54,645
Taranaki,21,F,117,9,24,3,12,369,534,45,579
Taranaki,21,Total,267,15,54,3,18,768,"1,125",102,"1,227"
Taranaki,22,M,123,12,42,3,12,420,609,33,642
Taranaki,22,F,147,3,24,3,9,387,573,45,621
Taranaki,22,Total,267,12,66,3,21,807,"1,182",81,"1,260"
Taranaki,23,M,126,6,36,3,15,384,570,48,618
Taranaki,23,F,129,6,33,3,3,399,570,42,609
Taranaki,23,Total,252,12,69,3,18,780,"1,137",93,"1,230"
Taranaki,24,M,114,3,48,3,15,384,561,45,609
Taranaki,24,F,126,12,27,3,9,405,576,42,615
Taranaki,24,Total,240,15,72,3,24,786,"1,137",87,"1,227"
Taranaki,25,M,132,9,30,3,15,399,582,45,627
Taranaki,25,F,144,9,33,3,9,417,618,45,666
Taranaki,25,Total,276,18,63,3,24,819,"1,203",87,"1,293"
Taranaki,26,M,93,9,42,6,6,378,537,36,576
Taranaki,26,F,123,9,36,3,3,411,588,33,615
Taranaki,26,Total,216,21,75,12,12,786,"1,122",69,"1,191"
Taranaki,27,M,102,12,36,3,18,378,549,45,591
Taranaki,27,F,120,6,39,3,9,399,576,39,615
Taranaki,27,Total,222,18,75,3,27,774,"1,125",81,"1,206"
Taranaki,28,M,102,12,36,3,18,342,513,48,561
Taranaki,28,F,114,6,42,3,3,369,543,27,567
Taranaki,28,Total,216,21,81,6,24,711,"1,053",72,"1,128"
Taranaki,29,M,93,3,39,3,12,360,516,30,546
Taranaki,29,F,126,6,42,3,6,441,627,36,663
Taranaki,29,Total,222,12,78,9,21,804,"1,143",66,"1,206"
Taranaki,30,M,96,9,33,3,12,396,546,39,585
Taranaki,30,F,99,6,48,6,12,417,588,30,621
Taranaki,30,Total,198,15,78,6,24,813,"1,134",72,"1,203"
Taranaki,31,M,84,6,42,3,15,393,546,39,582
Taranaki,31,F,102,3,33,3,6,432,582,27,609
Taranaki,31,Total,186,9,75,6,21,825,"1,128",66,"1,191"
Taranaki,32,M,108,6,39,3,12,420,591,39,633
Taranaki,32,F,108,12,33,3,9,438,606,27,633
Taranaki,32,Total,216,21,72,3,24,858,"1,197",66,"1,266"
Taranaki,33,M,108,3,36,3,12,408,570,33,600
Taranaki,33,F,102,3,42,6,12,444,609,36,648
Taranaki,33,Total,207,9,75,12,24,849,"1,179",69,"1,248"
Taranaki,34,M,108,6,33,3,21,396,567,36,603
Taranaki,34,F,96,9,36,6,6,432,588,33,621
Taranaki,34,Total,204,15,69,12,27,828,"1,152",69,"1,221"
Taranaki,35,M,102,12,24,9,18,384,549,30,579
Taranaki,35,F,114,9,33,3,6,468,636,24,657
Taranaki,35,Total,219,21,57,12,21,855,"1,185",51,"1,236"
Taranaki,36,M,99,6,30,3,21,426,585,30,618
Taranaki,36,F,117,9,33,3,15,495,675,36,711
Taranaki,36,Total,216,18,63,9,36,921,"1,263",66,"1,326"
Taranaki,37,M,102,9,30,6,12,435,591,36,624
Taranaki,37,F,114,9,27,3,6,483,648,39,684
Taranaki,37,Total,216,15,54,9,18,921,"1,236",72,"1,311"
Taranaki,38,M,108,6,24,6,15,438,600,30,630
Taranaki,38,F,114,12,33,6,12,522,702,33,732
Taranaki,38,Total,222,18,57,12,27,960,"1,299",63,"1,359"
Taranaki,39,M,114,12,27,9,24,498,681,36,717
Taranaki,39,F,117,6,27,9,12,579,750,36,786
Taranaki,39,Total,231,21,54,15,36,"1,074","1,431",72,"1,503"
Taranaki,40,M,120,9,24,3,24,501,678,33,711
Taranaki,40,F,120,9,36,3,9,606,783,48,831
Taranaki,40,Total,240,15,60,6,36,"1,104","1,464",84,"1,545"
Taranaki,41,M,126,6,21,3,30,513,696,36,732
Taranaki,41,F,120,9,39,3,15,522,711,39,747
Taranaki,41,Total,246,15,60,9,45,"1,032","1,410",72,"1,482"
Taranaki,42,M,111,9,21,9,21,543,714,39,753
Taranaki,42,F,111,9,27,3,24,636,810,42,852
Taranaki,42,Total,222,18,48,9,42,"1,182","1,524",81,"1,605"
Taranaki,43,M,108,6,33,3,21,552,726,42,765
Taranaki,43,F,132,3,27,3,18,576,756,45,801
Taranaki,43,Total,240,9,60,6,39,"1,128","1,482",84,"1,566"
Taranaki,44,M,99,6,27,3,27,552,714,39,750
Taranaki,44,F,99,9,30,3,15,588,744,39,786
Taranaki,44,Total,198,18,57,6,42,"1,140","1,458",75,"1,533"
Taranaki,45,M,96,6,24,3,24,543,699,36,735
Taranaki,45,F,114,3,30,3,9,570,732,48,777
Taranaki,45,Total,213,12,54,6,30,"1,113","1,431",84,"1,515"
Taranaki,46,M,105,3,21,3,21,537,693,30,723
Taranaki,46,F,114,3,21,3,15,588,741,39,780
Taranaki,46,Total,219,9,42,6,33,"1,125","1,437",66,"1,503"
