dhb,age,sex,Maori,Pacific,Asian,MELAA,Other,European,Total Stated,Not Elsewhere Included,Total
Canterbury,65,F,81,27,102,3,36,"2,382","2,634",108,"2,742"
Canterbury,65,Total,165,51,174,6,81,"4,650","5,130",216,"5,346"
Canterbury,66,M,90,27,57,9,48,"2,232","2,463",90,"2,556"
Canterbury,66,F,69,18,69,3,33,"2,373","2,565",108,"2,676"
Canterbury,66,Total,156,45,123,15,84,"4,605","5,028",201,"5,229"
Canterbury,67,M,69,18,42,3,36,"1,890","2,061",87,"2,148"
Canterbury,67,F,69,15,66,6,27,"2,058","2,235",87,"2,322"
Canterbury,67,Total,138,33,105,9,60,"3,945","4,293",174,"4,470"
Canterbury,68,M,66,12,48,3,33,"1,716","1,881",69,"1,950"
Canterbury,68,F,66,24,45,3,27,"1,797","1,965",57,"2,022"
Canterbury,68,Total,132,36,93,9,60,"3,516","3,843",132,"3,972"
Canterbury,69,M,63,12,39,3,27,"1,578","1,719",72,"1,791"
Canterbury,69,F,45,9,51,3,24,"1,659","1,794",78,"1,872"
Canterbury,69,Total,111,21,90,6,51,"3,237","3,516",150,"3,663"
Canterbury,70,M,60,9,45,3,24,"1,503","1,641",75,"1,719"
Canterbury,70,F,51,21,45,3,30,"1,632","1,782",72,"1,851"
Canterbury,70,Total,111,30,90,3,51,"3,135","3,423",147,"3,570"
Canterbury,71,M,54,18,33,3,21,"1,683","1,809",66,"1,875"
Canterbury,71,F,42,12,57,3,18,"1,749","1,881",66,"1,944"
Canterbury,71,Total,93,27,90,3,36,"3,435","3,690",129,"3,819"
Canterbury,72,M,45,15,51,3,18,"1,512","1,644",60,"1,707"
Canterbury,72,F,51,15,54,3,15,"1,743","1,878",78,"1,956"
Canterbury,72,Total,99,30,105,3,30,"3,252","3,522",141,"3,660"
Canterbury,73,M,45,15,51,3,21,"1,362","1,503",54,"1,554"
Canterbury,73,F,39,12,33,3,12,"1,581","1,680",57,"1,737"
Canterbury,73,Total,87,27,87,3,36,"2,943","3,180",111,"3,294"
Canterbury,74,M,39,6,30,3,9,"1,263","1,353",42,"1,395"
Canterbury,74,F,30,12,36,3,9,"1,437","1,530",48,"1,581"
Canterbury,74,Total,69,21,66,6,21,"2,700","2,886",93,"2,976"
Canterbury,75,M,42,9,24,3,15,"1,182","1,275",36,"1,311"
Canterbury,75,F,30,3,36,3,9,"1,371","1,452",51,"1,500"
Canterbury,75,Total,69,12,60,3,27,"2,553","2,724",87,"2,811"
Canterbury,76,M,30,3,33,3,9,"1,098","1,179",30,"1,209"
Canterbury,76,F,42,12,45,3,9,"1,323","1,434",39,"1,473"
Canterbury,76,Total,72,15,75,6,18,"2,421","2,613",69,"2,682"
Canterbury,77,M,15,6,18,3,6,"1,038","1,083",42,"1,125"
Canterbury,77,F,21,6,33,3,9,"1,257","1,326",36,"1,362"
Canterbury,77,Total,36,12,51,3,15,"2,295","2,412",78,"2,490"
Canterbury,78,M,21,9,24,3,15,"1,005","1,077",30,"1,107"
Canterbury,78,F,24,3,27,3,9,"1,212","1,272",51,"1,323"
Canterbury,78,Total,45,9,51,3,21,"2,220","2,349",81,"2,430"
Canterbury,79,M,21,3,18,3,6,939,987,33,"1,020"
Canterbury,79,F,24,9,18,3,3,"1,119","1,173",30,"1,200"
Canterbury,79,Total,42,9,36,3,9,"2,061","2,157",60,"2,220"
Canterbury,80,M,15,3,12,3,6,855,891,48,939
Canterbury,80,F,21,6,24,3,9,"1,104","1,167",42,"1,209"
Canterbury,80,Total,36,9,36,3,15,"1,959","2,058",90,"2,148"
Canterbury,81,M,9,3,15,3,3,921,957,36,990
Canterbury,81,F,12,3,18,3,6,"1,089","1,128",36,"1,164"
Canterbury,81,Total,24,3,33,3,12,"2,010","2,085",69,"2,157"
Canterbury,82,M,15,3,12,3,3,831,861,42,906
Canterbury,82,F,18,3,12,6,9,"1,140","1,185",51,"1,236"
Canterbury,82,Total,33,3,24,6,12,"1,971","2,046",96,"2,142"
Canterbury,83,M,6,3,12,3,3,792,819,33,852
Canterbury,83,F,18,6,9,3,3,"1,086","1,128",39,"1,164"
Canterbury,83,Total,24,9,24,3,6,"1,881","1,947",69,"2,016"
Canterbury,84,M,9,3,9,3,3,657,681,24,708
Canterbury,84,F,12,3,15,3,6,966,"1,002",33,"1,035"
Canterbury,84,Total,21,3,27,3,6,"1,623","1,683",60,"1,740"
Canterbury,85,M,6,3,9,3,3,594,618,27,642
Canterbury,85,F,3,3,6,3,3,843,861,33,894
Canterbury,85,Total,15,6,18,3,3,"1,434","1,476",60,"1,536"
Canterbury,86,M,6,3,6,3,3,552,564,24,588
Canterbury,86,F,12,3,3,3,3,834,852,33,885
Canterbury,86,Total,18,3,9,3,3,"1,386","1,419",54,"1,473"
Canterbury,87,M,6,3,3,3,3,447,462,21,483
Canterbury,87,F,3,3,3,3,3,765,783,24,807
Canterbury,87,Total,12,3,9,3,9,"1,212","1,242",45,"1,287"
Canterbury,88,M,3,3,6,3,3,378,393,18,411
Canterbury,88,F,3,3,3,3,3,621,636,18,654
Canterbury,88,Total,6,3,12,3,3,"1,002","1,029",36,"1,062"
Canterbury,89,M,3,3,3,3,3,321,330,9,339
Canterbury,89,F,3,3,3,3,6,570,582,21,606
Canterbury,89,Total,6,3,6,3,6,891,912,27,942
Canterbury,90,M,3,3,3,3,3,240,246,18,264
Canterbury,90,F,3,3,9,3,3,483,495,12,507
Canterbury,90,Total,6,3,9,3,3,723,741,27,768
Canterbury,91,M,3,3,3,3,3,183,192,12,204
Canterbury,91,F,3,3,3,3,3,408,417,12,429
Canterbury,91,Total,9,3,3,3,3,588,609,24,633
Canterbury,92,M,3,3,3,3,3,129,132,3,135
Canterbury,92,F,3,3,3,3,3,327,336,9,345
Canterbury,92,Total,3,3,3,3,3,456,465,15,477
Canterbury,93,M,3,3,3,3,3,102,108,3,111
Canterbury,93,F,3,3,3,3,3,228,234,3,240
Canterbury,93,Total,3,3,3,3,3,333,342,6,348
Canterbury,94,M,3,3,3,3,3,54,57,3,57
Canterbury,94,F,3,3,3,3,3,174,174,3,180
Canterbury,94,Total,3,3,3,3,3,228,231,6,240
Canterbury,95,M,3,3,3,3,3,45,45,3,48
Canterbury,95,F,3,3,3,3,3,129,132,3,132
Canterbury,95,Total,3,3,3,3,3,174,180,3,180
Canterbury,96,M,3,3,3,3,3,30,27,3,30
Canterbury,96,F,3,3,3,3,3,108,111,3,114
Canterbury,96,Total,3,3,3,3,3,138,141,3,144
Canterbury,97,M,3,3,3,3,3,21,18,3,18
Canterbury,97,F,3,3,3,3,3,87,90,3,90
Canterbury,97,Total,3,3,3,3,3,108,105,3,111
Canterbury,98,M,3,3,3,3,3,18,15,3,15
Canterbury,98,F,3,3,3,3,3,39,39,3,42
Canterbury,98,Total,3,3,3,3,3,57,57,3,54
Canterbury,99,M,3,3,3,3,3,6,9,3,9
Canterbury,99,F,3,3,3,3,3,30,27,3,27
Canterbury,99,Total,3,3,3,3,3,36,36,3,36
Canterbury,100,M,3,3,3,3,3,12,9,3,9
Canterbury,100,F,3,3,3,3,3,51,51,3,54
Canterbury,100,Total,3,3,3,3,3,60,63,3,66
Canterbury,Total,M,"19,377","5,361","16,062","2,067","5,190","179,628","227,685","10,551","238,236"
Canterbury,Total,F,"18,594","4,896","17,358","1,863","3,435","187,602","233,751","10,194","243,945"
Canterbury,Total,Total,"37,974","10,257","33,420","3,930","8,625","367,230","461,433","20,745","482,178"
SCanterbury,0,M,48,6,18,3,3,243,324,18,339
SCanterbury,0,F,51,6,12,3,3,204,279,12,294
SCanterbury,0,Total,99,12,30,3,3,450,600,33,633
SCanterbury,1,M,51,3,9,3,3,231,300,15,315
SCanterbury,1,F,36,6,3,6,3,210,264,9,273
SCanterbury,1,Total,87,9,15,9,6,438,567,24,591
SCanterbury,2,M,42,9,9,3,6,255,324,3,330
SCanterbury,2,F,45,15,12,3,6,231,312,9,321
SCanterbury,2,Total,87,21,24,3,12,486,636,15,651
SCanterbury,3,M,57,3,9,3,15,276,363,15,378
SCanterbury,3,F,57,12,6,3,3,234,309,21,330
SCanterbury,3,Total,114,12,15,3,15,510,672,36,708
SCanterbury,4,M,54,3,12,3,6,276,354,12,366
SCanterbury,4,F,45,3,9,3,9,237,306,9,315
SCanterbury,4,Total,99,9,21,3,15,513,660,18,681
SCanterbury,5,M,48,12,9,3,6,276,351,15,366
SCanterbury,5,F,33,6,6,3,12,258,321,12,336
SCanterbury,5,Total,81,15,15,6,21,534,672,30,702
SCanterbury,6,M,57,3,9,3,6,252,333,12,345
SCanterbury,6,F,45,3,3,3,12,249,315,9,321
SCanterbury,6,Total,102,6,12,3,18,504,645,21,666
SCanterbury,7,M,66,3,15,3,6,249,342,6,348
SCanterbury,7,F,36,3,9,3,12,222,282,9,288
SCanterbury,7,Total,105,6,24,3,18,471,624,15,636
SCanterbury,8,M,36,9,3,3,12,234,297,12,309
SCanterbury,8,F,51,3,12,3,3,219,300,12,312
SCanterbury,8,Total,90,12,18,6,18,453,597,24,621
SCanterbury,9,M,48,3,6,3,6,264,333,12,348
SCanterbury,9,F,36,3,6,3,6,261,309,12,318
SCanterbury,9,Total,81,9,18,3,15,525,642,24,666
SCanterbury,10,M,36,3,15,3,6,282,345,9,357
SCanterbury,10,F,48,3,12,3,6,237,312,9,321
SCanterbury,10,Total,84,3,27,9,12,519,660,18,675
SCanterbury,11,M,39,6,12,3,6,282,348,9,354
SCanterbury,11,F,51,3,3,3,9,252,318,6,324
SCanterbury,11,Total,87,9,18,3,18,534,666,15,681
SCanterbury,12,M,48,6,9,3,6,264,339,12,351
SCanterbury,12,F,42,3,6,3,3,276,336,12,348
SCanterbury,12,Total,93,12,15,3,12,543,678,24,699
SCanterbury,13,M,51,3,15,3,12,285,369,12,381
SCanterbury,13,F,57,3,9,3,3,294,366,12,375
SCanterbury,13,Total,108,9,21,3,12,579,735,24,756
SCanterbury,14,M,54,3,9,3,3,306,375,18,390
SCanterbury,14,F,45,3,18,3,3,288,363,12,378
SCanterbury,14,Total,99,6,24,3,9,594,741,27,768
SCanterbury,15,M,60,3,12,3,12,303,390,9,393
SCanterbury,15,F,33,3,12,3,3,291,345,15,357
SCanterbury,15,Total,93,3,24,3,15,594,732,21,753
SCanterbury,16,M,42,3,15,3,6,324,390,15,402
SCanterbury,16,F,48,6,18,3,3,300,372,12,384
SCanterbury,16,Total,90,9,30,3,9,621,762,27,789
SCanterbury,17,M,39,12,12,3,6,336,411,21,432
SCanterbury,17,F,33,3,12,3,6,321,381,12,393
SCanterbury,17,Total,75,15,27,3,12,660,789,33,822
SCanterbury,18,M,33,6,9,3,3,243,300,15,315
SCanterbury,18,F,18,3,3,3,3,174,204,9,216
SCanterbury,18,Total,54,9,15,3,3,417,504,27,531
SCanterbury,19,M,30,3,3,3,3,228,270,18,288
SCanterbury,19,F,27,3,3,3,3,144,180,12,189
SCanterbury,19,Total,60,9,6,3,6,375,453,27,477
SCanterbury,20,M,27,3,6,3,3,246,291,21,309
SCanterbury,20,F,24,3,3,3,3,189,222,18,240
SCanterbury,20,Total,51,3,12,3,9,432,510,36,549
SCanterbury,21,M,33,3,12,3,6,192,246,15,261
SCanterbury,21,F,21,3,9,3,3,189,225,24,249
SCanterbury,21,Total,57,3,21,3,6,381,471,39,510
SCanterbury,22,M,39,3,12,3,6,207,264,18,282
SCanterbury,22,F,30,3,6,3,3,240,279,9,288
SCanterbury,22,Total,66,3,18,3,9,447,543,27,570
SCanterbury,23,M,21,3,12,3,6,198,243,21,264
SCanterbury,23,F,30,3,6,3,6,216,261,15,276
SCanterbury,23,Total,48,6,18,3,15,417,507,36,543
SCanterbury,24,M,27,3,9,3,3,186,228,12,243
SCanterbury,24,F,33,3,6,3,6,219,267,9,276
SCanterbury,24,Total,60,3,15,3,9,405,498,24,522
SCanterbury,25,M,27,9,15,3,3,207,261,12,270
SCanterbury,25,F,24,3,9,3,6,195,240,18,261
SCanterbury,25,Total,51,9,24,3,9,405,501,30,531
SCanterbury,26,M,18,3,12,3,3,195,237,9,246
SCanterbury,26,F,27,3,18,3,3,183,237,15,249
SCanterbury,26,Total,48,3,30,6,9,378,471,24,495
SCanterbury,27,M,21,9,9,9,9,186,237,12,249
SCanterbury,27,F,12,3,12,3,9,207,243,9,258
SCanterbury,27,Total,30,12,24,9,18,396,483,21,504
SCanterbury,28,M,21,6,21,3,3,174,225,15,240
SCanterbury,28,F,18,3,12,3,3,183,225,18,243
SCanterbury,28,Total,39,6,30,6,3,360,450,33,480
SCanterbury,29,M,18,9,18,3,6,177,231,6,240
SCanterbury,29,F,18,6,12,3,3,195,237,12,252
SCanterbury,29,Total,36,15,30,6,9,372,471,21,492
SCanterbury,30,M,18,3,21,3,6,180,231,24,252
SCanterbury,30,F,21,3,15,3,3,186,234,9,243
SCanterbury,30,Total,42,9,33,6,12,366,465,30,492
SCanterbury,31,M,15,3,12,3,3,171,213,9,219
SCanterbury,31,F,24,3,15,6,6,204,258,15,276
SCanterbury,31,Total,39,9,27,12,9,375,471,24,495
SCanterbury,32,M,15,3,12,3,3,180,216,15,228
SCanterbury,32,F,24,3,15,3,6,210,264,15,279
SCanterbury,32,Total,39,9,27,9,9,390,480,30,507
SCanterbury,33,M,24,6,18,3,6,198,255,15,267
SCanterbury,33,F,30,3,15,3,3,210,261,12,273
SCanterbury,33,Total,51,9,33,6,9,405,516,27,540
SCanterbury,34,M,18,3,9,3,6,201,240,3,246
SCanterbury,34,F,24,9,12,3,3,201,255,12,270
SCanterbury,34,Total,42,9,24,6,12,405,498,15,513
SCanterbury,35,M,18,3,12,3,3,189,228,9,237
SCanterbury,35,F,18,3,12,3,9,240,279,9,288
SCanterbury,35,Total,36,3,24,3,12,426,507,21,525
SCanterbury,36,M,21,3,15,3,9,237,288,15,303
SCanterbury,36,F,24,3,15,3,3,252,297,18,318
SCanterbury,36,Total,48,3,30,3,15,486,588,33,618
SCanterbury,37,M,12,3,15,3,15,231,279,12,291
SCanterbury,37,F,24,3,12,3,3,243,285,15,297
SCanterbury,37,Total,36,3,27,3,18,471,564,24,591
SCanterbury,38,M,24,3,9,3,6,228,276,18,291
SCanterbury,38,F,21,3,15,3,9,294,348,12,360
SCanterbury,38,Total,48,9,24,3,15,519,624,30,654
SCanterbury,39,M,24,3,12,3,12,261,318,15,336
SCanterbury,39,F,36,3,9,3,3,282,333,9,342
SCanterbury,39,Total,60,6,24,3,18,546,654,27,678
SCanterbury,40,M,27,3,12,3,12,267,321,15,336
SCanterbury,40,F,30,3,18,3,9,312,369,9,378
SCanterbury,40,Total,54,3,30,3,21,576,690,27,714
SCanterbury,41,M,18,3,15,3,15,294,348,12,360
SCanterbury,41,F,30,3,12,9,6,342,405,12,417
SCanterbury,41,Total,51,9,27,12,21,636,750,21,774
SCanterbury,42,M,30,3,9,3,15,297,348,18,366
SCanterbury,42,F,27,3,21,3,12,315,375,18,393
SCanterbury,42,Total,54,3,27,3,24,609,726,36,762
SCanterbury,43,M,15,3,9,3,9,306,345,21,366
SCanterbury,43,F,30,3,12,3,12,339,396,15,411
SCanterbury,43,Total,45,9,21,3,18,645,741,36,777
SCanterbury,44,M,9,3,18,3,6,300,339,15,351
SCanterbury,44,F,30,3,9,3,9,312,363,12,375
SCanterbury,44,Total,36,6,27,3,15,612,705,27,729
SCanterbury,45,M,12,6,6,3,15,303,345,15,363
SCanterbury,45,F,24,3,12,3,9,357,405,30,432
SCanterbury,45,Total,39,6,18,3,24,660,750,45,795
SCanterbury,46,M,21,3,6,3,15,303,345,21,366
SCanterbury,46,F,27,3,6,3,15,339,390,12,399
SCanterbury,46,Total,48,3,12,3,30,639,735,30,765
SCanterbury,47,M,12,3,3,3,15,342,381,21,402
SCanterbury,47,F,18,3,9,3,9,363,405,18,426
SCanterbury,47,Total,33,9,15,3,24,702,786,39,825
SCanterbury,48,M,15,3,12,3,12,300,342,15,357
SCanterbury,48,F,18,3,9,3,12,375,420,15,435
SCanterbury,48,Total,33,3,21,3,24,675,759,33,792
SCanterbury,49,M,27,3,6,3,15,351,402,15,417
SCanterbury,49,F,30,3,15,3,12,354,414,9,426
SCanterbury,49,Total,57,3,24,3,30,705,819,27,843
SCanterbury,50,M,15,3,6,3,15,369,408,18,426
SCanterbury,50,F,27,3,12,3,12,375,435,24,459
SCanterbury,50,Total,42,6,21,3,27,747,843,39,885
SCanterbury,51,M,24,3,6,3,9,372,414,18,432
SCanterbury,51,F,24,3,12,3,12,408,459,12,471
SCanterbury,51,Total,42,3,21,3,21,780,870,33,903
SCanterbury,52,M,18,3,9,3,12,381,420,15,435
SCanterbury,52,F,18,3,3,3,3,381,417,12,429
SCanterbury,52,Total,33,3,15,3,18,762,837,30,864
SCanterbury,53,M,24,3,3,3,9,372,411,12,426
SCanterbury,53,F,18,3,9,3,6,381,417,15,432
SCanterbury,53,Total,39,3,15,3,18,753,825,27,855
SCanterbury,54,M,15,3,3,3,9,366,396,15,411
SCanterbury,54,F,21,3,6,3,9,387,429,12,438
SCanterbury,54,Total,36,3,9,3,21,753,825,24,852
SCanterbury,55,M,15,3,6,3,12,333,372,9,384
SCanterbury,55,F,18,3,9,3,9,372,408,15,426
SCanterbury,55,Total,33,3,15,3,21,705,780,27,807
SCanterbury,56,M,15,3,3,3,9,354,384,12,396
SCanterbury,56,F,9,3,9,3,15,351,387,15,399
SCanterbury,56,Total,24,3,12,3,21,708,771,27,798
SCanterbury,57,M,18,3,3,3,12,330,360,24,384
SCanterbury,57,F,21,3,6,3,6,348,381,9,390
SCanterbury,57,Total,36,3,6,3,18,678,744,33,774
SCanterbury,58,M,9,3,3,3,15,369,399,18,417
SCanterbury,58,F,15,3,3,3,3,342,366,21,387
SCanterbury,58,Total,24,3,6,3,18,711,765,39,804
SCanterbury,59,M,15,3,3,3,9,342,375,9,384
SCanterbury,59,F,15,3,6,3,3,330,357,15,372
SCanterbury,59,Total,33,3,6,3,12,675,732,24,753
SCanterbury,60,M,12,3,3,3,9,333,360,21,378
SCanterbury,60,F,15,3,6,3,9,366,399,21,420
SCanterbury,60,Total,27,3,9,3,21,699,756,39,798
SCanterbury,61,M,9,3,3,3,12,360,387,12,399
SCanterbury,61,F,18,3,3,3,6,369,396,12,405
SCanterbury,61,Total,30,3,6,3,21,729,783,21,807
SCanterbury,62,M,12,3,3,3,6,351,378,18,393
SCanterbury,62,F,12,3,3,3,6,330,351,12,366
SCanterbury,62,Total,24,3,9,3,15,681,729,30,756
SCanterbury,63,M,12,3,3,3,9,339,363,15,378
SCanterbury,63,F,6,3,3,3,9,348,375,15,390
SCanterbury,63,Total,18,3,9,3,18,690,738,30,768
SCanterbury,64,M,9,3,3,3,9,345,363,12,375
SCanterbury,64,F,6,3,3,3,9,351,372,9,384
SCanterbury,64,Total,18,3,3,3,21,696,738,21,759
SCanterbury,65,M,3,3,3,3,3,360,375,12,384
SCanterbury,65,F,9,3,3,3,6,366,387,12,399
SCanterbury,65,Total,15,3,3,3,12,729,762,24,786
SCanterbury,66,M,12,3,3,3,9,351,378,12,393
SCanterbury,66,F,12,3,3,3,3,369,387,12,399
SCanterbury,66,Total,24,3,3,3,15,720,765,24,792
SCanterbury,67,M,9,3,3,3,3,252,267,12,279
SCanterbury,67,F,3,3,3,3,3,288,300,18,318
SCanterbury,67,Total,12,3,3,3,9,540,570,30,597
SCanterbury,68,M,6,3,3,3,3,267,285,15,300
SCanterbury,68,F,12,3,3,3,6,297,315,6,318
SCanterbury,68,Total,18,3,3,3,9,561,597,21,621
SCanterbury,69,M,6,3,3,3,3,261,270,6,279
SCanterbury,69,F,9,3,3,3,3,279,288,6,297
SCanterbury,69,Total,15,3,3,3,3,537,558,12,573
SCanterbury,70,M,6,3,3,3,3,255,267,12,279
SCanterbury,70,F,6,3,3,3,6,243,258,15,273
SCanterbury,70,Total,15,3,3,3,12,498,522,27,552
SCanterbury,71,M,3,3,3,3,9,267,279,12,291
SCanterbury,71,F,6,3,3,3,3,294,312,18,330
SCanterbury,71,Total,12,3,3,3,12,561,588,27,618
SCanterbury,72,M,9,3,3,3,3,270,285,12,294
SCanterbury,72,F,3,3,3,3,3,288,300,12,315
SCanterbury,72,Total,12,3,3,3,12,558,582,27,609
SCanterbury,73,M,3,3,3,3,6,231,243,9,249
SCanterbury,73,F,3,3,3,3,3,252,261,9,270
SCanterbury,73,Total,6,3,3,3,12,483,504,15,522
SCanterbury,74,M,3,3,3,3,3,213,225,9,234
SCanterbury,74,F,3,3,3,3,6,249,264,9,273
SCanterbury,74,Total,9,3,3,3,9,462,489,21,507
SCanterbury,75,M,3,3,3,3,3,177,189,3,192
SCanterbury,75,F,3,3,3,3,3,228,231,9,243
SCanterbury,75,Total,6,3,3,3,3,405,417,15,432
SCanterbury,76,M,9,3,3,3,3,186,198,6,204
SCanterbury,76,F,3,3,3,3,3,237,249,6,255
SCanterbury,76,Total,12,3,3,3,6,423,444,15,462
SCanterbury,77,M,3,3,3,3,3,183,192,3,192
SCanterbury,77,F,3,3,3,3,3,216,219,3,222
SCanterbury,77,Total,3,3,3,3,3,402,411,3,417
SCanterbury,78,M,3,3,3,3,3,183,189,9,198
SCanterbury,78,F,3,3,3,3,3,177,180,9,189
SCanterbury,78,Total,6,3,3,3,3,360,369,18,387
SCanterbury,79,M,3,3,3,3,3,144,147,3,153
SCanterbury,79,F,3,3,3,3,3,210,216,6,222
SCanterbury,79,Total,6,3,3,3,3,354,363,12,375
SCanterbury,80,M,3,3,3,3,3,165,171,6,177
SCanterbury,80,F,3,3,3,3,3,168,171,6,180
SCanterbury,80,Total,9,3,3,3,3,333,345,15,357
SCanterbury,81,M,3,3,3,3,3,144,150,3,153
SCanterbury,81,F,3,3,3,3,3,183,186,9,195
SCanterbury,81,Total,3,3,3,3,3,327,336,15,351
SCanterbury,82,M,3,3,3,3,3,144,144,9,153
SCanterbury,82,F,3,3,3,3,3,177,183,3,183
SCanterbury,82,Total,3,3,3,3,3,321,324,12,336
SCanterbury,83,M,3,3,3,3,3,117,120,6,126
SCanterbury,83,F,3,3,3,3,3,168,174,3,180
SCanterbury,83,Total,6,3,3,3,3,285,294,12,303
SCanterbury,84,M,3,3,3,3,3,132,135,6,138
SCanterbury,84,F,3,3,3,3,3,150,156,6,165
SCanterbury,84,Total,9,3,3,3,3,282,288,12,303
SCanterbury,85,M,3,3,3,3,3,108,108,6,114
SCanterbury,85,F,3,3,3,3,3,141,144,3,147
SCanterbury,85,Total,3,3,3,3,3,249,249,9,261
SCanterbury,86,M,3,3,3,3,3,78,78,6,84
SCanterbury,86,F,3,3,3,3,3,132,135,6,138
SCanterbury,86,Total,3,3,3,3,3,210,210,12,222
SCanterbury,87,M,3,3,3,3,3,57,57,6,63
SCanterbury,87,F,3,3,3,3,3,120,120,3,123
SCanterbury,87,Total,3,3,3,3,3,177,180,9,189
SCanterbury,88,M,3,3,3,3,3,45,45,3,48
SCanterbury,88,F,3,3,3,3,3,117,117,3,123
SCanterbury,88,Total,3,3,3,3,3,162,162,3,168
SCanterbury,89,M,3,3,3,3,3,39,39,3,42
SCanterbury,89,F,3,3,3,3,3,84,90,3,90
SCanterbury,89,Total,3,3,3,3,3,126,126,3,132
SCanterbury,90,M,3,3,3,3,3,36,33,3,36
SCanterbury,90,F,3,3,3,3,3,72,72,3,75
SCanterbury,90,Total,3,3,3,3,3,105,105,3,111
SCanterbury,91,M,3,3,3,3,3,30,30,3,33
SCanterbury,91,F,3,3,3,3,3,69,69,3,75
SCanterbury,91,Total,3,3,3,3,3,99,99,6,105
SCanterbury,92,M,3,3,3,3,3,18,21,3,21
SCanterbury,92,F,3,3,3,3,3,45,48,3,51
SCanterbury,92,Total,3,3,3,3,3,63,66,3,69
SCanterbury,93,M,3,3,3,3,3,12,12,3,15
SCanterbury,93,F,3,3,3,3,3,33,30,3,33
SCanterbury,93,Total,3,3,3,3,3,42,45,3,48
SCanterbury,94,M,3,3,3,3,3,9,6,3,9
SCanterbury,94,F,3,3,3,3,3,33,30,3,33
SCanterbury,94,Total,3,3,3,3,3,39,39,3,42
SCanterbury,95,M,3,3,3,3,3,15,15,3,15
SCanterbury,95,F,3,3,3,3,3,21,21,3,21
SCanterbury,95,Total,3,3,3,3,3,33,36,3,33
SCanterbury,96,M,3,3,3,3,3,9,9,3,9
SCanterbury,96,F,3,3,3,3,3,15,15,3,12
SCanterbury,96,Total,3,3,3,3,3,24,24,3,21
SCanterbury,97,M,3,3,3,3,3,3,3,3,3
SCanterbury,97,F,3,3,3,3,3,15,12,3,15
SCanterbury,97,Total,3,3,3,3,3,18,18,3,15
SCanterbury,98,M,3,3,3,3,3,3,3,3,3
SCanterbury,98,F,3,3,3,3,3,9,9,3,6
SCanterbury,98,Total,3,3,3,3,3,9,12,3,9
SCanterbury,99,M,3,3,3,3,3,3,3,3,3
SCanterbury,99,F,3,3,3,3,3,3,3,3,3
SCanterbury,99,Total,3,3,3,3,3,3,3,3,3
SCanterbury,100,M,3,3,3,3,3,3,3,3,3
SCanterbury,100,F,3,3,3,3,3,6,9,3,12
SCanterbury,100,Total,3,3,3,3,3,12,12,3,15
SCanterbury,Total,M,"1,896",246,636,117,639,"22,602","26,139","1,128","27,264"
SCanterbury,Total,F,"1,947",204,666,117,498,"23,838","27,273","1,086","28,359"
SCanterbury,Total,Total,"3,843",450,"1,305",237,"1,134","46,440","53,412","2,214","55,626"
Southern,0,M,333,54,96,18,27,"1,182","1,713",69,"1,782"
Southern,0,F,303,63,90,15,24,"1,179","1,671",66,"1,743"
Southern,0,Total,636,117,186,36,51,"2,361","3,384",138,"3,522"
Southern,1,M,297,57,84,24,27,"1,269","1,755",69,"1,824"
Southern,1,F,294,60,66,12,27,"1,161","1,620",75,"1,695"
Southern,1,Total,591,114,150,39,51,"2,427","3,375",141,"3,519"
Southern,2,M,345,48,84,15,42,"1,323","1,860",72,"1,932"
Southern,2,F,285,57,72,18,42,"1,224","1,701",45,"1,746"
Southern,2,Total,633,105,156,33,87,"2,547","3,558",120,"3,678"
Southern,3,M,357,60,87,12,42,"1,410","1,968",69,"2,037"
Southern,3,F,300,51,69,24,36,"1,278","1,761",69,"1,833"
Southern,3,Total,654,111,156,39,78,"2,691","3,729",138,"3,867"
Southern,4,M,336,48,90,18,42,"1,299","1,833",51,"1,887"
Southern,4,F,291,57,69,15,33,"1,221","1,683",63,"1,746"
Southern,4,Total,627,105,159,33,72,"2,517","3,513",114,"3,633"
Southern,5,M,357,51,78,18,60,"1,305","1,875",66,"1,941"
Southern,5,F,318,57,66,15,30,"1,320","1,800",69,"1,866"
Southern,5,Total,675,108,141,33,93,"2,628","3,675",135,"3,810"
Southern,6,M,315,51,81,21,42,"1,314","1,821",72,"1,893"
Southern,6,F,279,48,57,15,39,"1,242","1,677",81,"1,758"
Southern,6,Total,597,99,135,33,78,"2,556","3,498",150,"3,651"
Southern,7,M,294,45,72,9,39,"1,242","1,695",51,"1,746"
Southern,7,F,270,42,69,12,27,"1,212","1,629",54,"1,683"
Southern,7,Total,561,87,141,21,66,"2,451","3,324",105,"3,426"
Southern,8,M,312,54,66,6,42,"1,305","1,785",69,"1,857"
Southern,8,F,276,48,63,15,42,"1,233","1,677",72,"1,746"
Southern,8,Total,588,102,129,21,87,"2,538","3,462",144,"3,603"
Southern,9,M,282,39,57,15,36,"1,266","1,695",84,"1,782"
Southern,9,F,279,48,75,9,27,"1,236","1,674",54,"1,728"
Southern,9,Total,564,90,129,24,66,"2,502","3,369",141,"3,510"
Southern,10,M,282,54,60,6,48,"1,257","1,707",75,"1,782"
Southern,10,F,267,45,63,12,30,"1,263","1,677",51,"1,731"
Southern,10,Total,552,96,123,15,78,"2,520","3,384",129,"3,513"
Southern,11,M,300,42,60,21,42,"1,317","1,779",75,"1,854"
